patient,histology,config,source,target
21,AIS,expression005,Alveolar macrophages,AT2
21,AIS,expression005,Alveolar macrophages,Adventitial fibroblasts
21,AIS,expression005,Alveolar macrophages,Alveolar fibroblasts
21,AIS,expression005,Interstitial Mph perivascular,AT2
21,AIS,expression005,Interstitial Mph perivascular,Adventitial fibroblasts
21,AIS,expression005,Interstitial Mph perivascular,Alveolar fibroblasts
21,AIS,expression020,AT2,Adventitial fibroblasts
21,AIS,expression020,AT2,Alveolar fibroblasts
21,AIS,expression020,Adventitial fibroblasts,AT2
21,AIS,expression020,Adventitial fibroblasts,Alveolar macrophages
21,AIS,expression020,Adventitial fibroblasts,Interstitial Mph perivascular
21,AIS,expression020,Alveolar fibroblasts,AT2
21,AIS,expression020,Alveolar fibroblasts,Alveolar macrophages
21,AIS,expression020,Alveolar fibroblasts,Interstitial Mph perivascular
21,AIS,expression020,Alveolar macrophages,AT2
21,AIS,expression020,Alveolar macrophages,Adventitial fibroblasts
21,AIS,expression020,Alveolar macrophages,Alveolar fibroblasts
21,AIS,expression020,Interstitial Mph perivascular,AT2
21,AIS,expression020,Interstitial Mph perivascular,Adventitial fibroblasts
21,AIS,expression020,Interstitial Mph perivascular,Alveolar fibroblasts
21,AIS,uncertainty030,AT2,Adventitial fibroblasts
21,AIS,uncertainty030,AT2,Alveolar fibroblasts
21,AIS,uncertainty030,AT2,Myofibroblasts
21,AIS,uncertainty030,Adventitial fibroblasts,AT2
21,AIS,uncertainty030,Adventitial fibroblasts,Alveolar macrophages
21,AIS,uncertainty030,Adventitial fibroblasts,Interstitial Mph perivascular
21,AIS,uncertainty030,Adventitial fibroblasts,Monocyte-derived Mph
21,AIS,uncertainty030,Alveolar fibroblasts,AT2
21,AIS,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
21,AIS,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
21,AIS,uncertainty030,Alveolar fibroblasts,Monocyte-derived Mph
21,AIS,uncertainty030,Alveolar macrophages,AT2
21,AIS,uncertainty030,Alveolar macrophages,Adventitial fibroblasts
21,AIS,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
21,AIS,uncertainty030,Alveolar macrophages,Myofibroblasts
21,AIS,uncertainty030,Interstitial Mph perivascular,AT2
21,AIS,uncertainty030,Interstitial Mph perivascular,Adventitial fibroblasts
21,AIS,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
21,AIS,uncertainty030,Interstitial Mph perivascular,Myofibroblasts
21,AIS,uncertainty030,Monocyte-derived Mph,AT2
21,AIS,uncertainty030,Monocyte-derived Mph,Adventitial fibroblasts
21,AIS,uncertainty030,Monocyte-derived Mph,Alveolar fibroblasts
21,AIS,uncertainty030,Monocyte-derived Mph,Myofibroblasts
21,AIS,uncertainty030,Myofibroblasts,AT2
21,AIS,uncertainty030,Myofibroblasts,Alveolar macrophages
21,AIS,uncertainty030,Myofibroblasts,Interstitial Mph perivascular
21,AIS,uncertainty030,Myofibroblasts,Monocyte-derived Mph
21,AIS,largest_library,AT2,Alveolar fibroblasts
21,AIS,largest_library,Alveolar fibroblasts,AT2
21,AIS,largest_library,Alveolar fibroblasts,Alveolar macrophages
21,AIS,largest_library,Alveolar macrophages,AT2
21,AIS,largest_library,Alveolar macrophages,Alveolar fibroblasts
21,LUAD,all_cells_primary,AT2,Alveolar fibroblasts
21,LUAD,all_cells_primary,AT2,Peribronchial fibroblasts
21,LUAD,all_cells_primary,Alveolar fibroblasts,AT2
21,LUAD,all_cells_primary,Peribronchial fibroblasts,AT2
21,LUAD,cap500_seed1,AT2,Alveolar fibroblasts
21,LUAD,cap500_seed1,AT2,Peribronchial fibroblasts
21,LUAD,cap500_seed1,Alveolar fibroblasts,AT2
21,LUAD,cap500_seed1,Peribronchial fibroblasts,AT2
21,LUAD,cap500_seed2,AT2,Alveolar fibroblasts
21,LUAD,cap500_seed2,AT2,Peribronchial fibroblasts
21,LUAD,cap500_seed2,Alveolar fibroblasts,AT2
21,LUAD,cap500_seed2,Peribronchial fibroblasts,AT2
21,LUAD,floor30,AT2,Alveolar fibroblasts
21,LUAD,floor30,AT2,Peribronchial fibroblasts
21,LUAD,floor30,Alveolar fibroblasts,AT2
21,LUAD,floor30,Alveolar fibroblasts,Monocyte-derived Mph
21,LUAD,floor30,Monocyte-derived Mph,AT2
21,LUAD,floor30,Monocyte-derived Mph,Alveolar fibroblasts
21,LUAD,floor30,Monocyte-derived Mph,Peribronchial fibroblasts
21,LUAD,floor30,Peribronchial fibroblasts,AT2
21,LUAD,floor30,Peribronchial fibroblasts,Monocyte-derived Mph
21,LUAD,expression005,AT2,Alveolar fibroblasts
21,LUAD,expression005,AT2,Peribronchial fibroblasts
21,LUAD,expression005,Alveolar fibroblasts,AT2
21,LUAD,expression005,Peribronchial fibroblasts,AT2
21,LUAD,expression020,AT2,Alveolar fibroblasts
21,LUAD,expression020,AT2,Peribronchial fibroblasts
21,LUAD,expression020,Alveolar fibroblasts,AT2
21,LUAD,expression020,Peribronchial fibroblasts,AT2
21,LUAD,uncertainty030,AT2,Alveolar fibroblasts
21,LUAD,uncertainty030,AT2,Peribronchial fibroblasts
21,LUAD,uncertainty030,Alveolar fibroblasts,AT2
21,LUAD,uncertainty030,Alveolar fibroblasts,Monocyte-derived Mph
21,LUAD,uncertainty030,Monocyte-derived Mph,AT2
21,LUAD,uncertainty030,Monocyte-derived Mph,Alveolar fibroblasts
21,LUAD,uncertainty030,Monocyte-derived Mph,Peribronchial fibroblasts
21,LUAD,uncertainty030,Peribronchial fibroblasts,AT2
21,LUAD,uncertainty030,Peribronchial fibroblasts,Monocyte-derived Mph
21,LUAD,largest_library,AT2,Alveolar fibroblasts
21,LUAD,largest_library,AT2,Peribronchial fibroblasts
21,LUAD,largest_library,Alveolar fibroblasts,AT2
21,LUAD,largest_library,Peribronchial fibroblasts,AT2
21,normal,all_cells_primary,AT2,Alveolar fibroblasts
21,normal,all_cells_primary,Alveolar fibroblasts,AT2
21,normal,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
21,normal,all_cells_primary,Alveolar macrophages,AT2
21,normal,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
21,normal,cap500_seed1,AT2,Alveolar fibroblasts
21,normal,cap500_seed1,Alveolar fibroblasts,AT2
21,normal,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
21,normal,cap500_seed1,Alveolar macrophages,AT2
21,normal,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
21,normal,cap500_seed2,AT2,Alveolar fibroblasts
21,normal,cap500_seed2,Alveolar fibroblasts,AT2
21,normal,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
21,normal,cap500_seed2,Alveolar macrophages,AT2
21,normal,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
21,normal,floor30,AT2,Alveolar fibroblasts
21,normal,floor30,Alveolar fibroblasts,AT2
21,normal,floor30,Alveolar fibroblasts,Alveolar macrophages
21,normal,floor30,Alveolar macrophages,AT2
21,normal,floor30,Alveolar macrophages,Alveolar fibroblasts
21,normal,floor100,AT2,Alveolar fibroblasts
21,normal,floor100,Alveolar fibroblasts,AT2
21,normal,floor100,Alveolar fibroblasts,Alveolar macrophages
21,normal,floor100,Alveolar macrophages,AT2
21,normal,floor100,Alveolar macrophages,Alveolar fibroblasts
21,normal,expression005,AT2,Alveolar fibroblasts
21,normal,expression005,Alveolar fibroblasts,AT2
21,normal,expression005,Alveolar fibroblasts,Alveolar macrophages
21,normal,expression005,Alveolar macrophages,AT2
21,normal,expression005,Alveolar macrophages,Alveolar fibroblasts
21,normal,expression020,AT2,Alveolar fibroblasts
21,normal,expression020,Alveolar fibroblasts,AT2
21,normal,expression020,Alveolar fibroblasts,Alveolar macrophages
21,normal,expression020,Alveolar macrophages,AT2
21,normal,expression020,Alveolar macrophages,Alveolar fibroblasts
21,normal,uncertainty030,AT2,Alveolar fibroblasts
21,normal,uncertainty030,Alveolar fibroblasts,AT2
21,normal,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
21,normal,uncertainty030,Alveolar macrophages,AT2
21,normal,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
21,normal,largest_library,AT2,Alveolar fibroblasts
21,normal,largest_library,Alveolar fibroblasts,AT2
21,normal,largest_library,Alveolar fibroblasts,Alveolar macrophages
21,normal,largest_library,Alveolar macrophages,AT2
21,normal,largest_library,Alveolar macrophages,Alveolar fibroblasts
22,AAH,all_cells_primary,AT2,Alveolar fibroblasts
22,AAH,all_cells_primary,Alveolar fibroblasts,AT2
22,AAH,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
22,AAH,all_cells_primary,Alveolar macrophages,AT2
22,AAH,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
22,AAH,cap500_seed1,AT2,Alveolar fibroblasts
22,AAH,cap500_seed1,Alveolar fibroblasts,AT2
22,AAH,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
22,AAH,cap500_seed1,Alveolar macrophages,AT2
22,AAH,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
22,AAH,cap500_seed2,AT2,Alveolar fibroblasts
22,AAH,cap500_seed2,Alveolar fibroblasts,AT2
22,AAH,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
22,AAH,cap500_seed2,Alveolar macrophages,AT2
22,AAH,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
22,AAH,floor30,AT2,Alveolar fibroblasts
22,AAH,floor30,Alveolar fibroblasts,AT2
22,AAH,floor30,Alveolar fibroblasts,Alveolar macrophages
22,AAH,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
22,AAH,floor30,Alveolar macrophages,AT2
22,AAH,floor30,Alveolar macrophages,Alveolar fibroblasts
22,AAH,floor30,Interstitial Mph perivascular,AT2
22,AAH,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
22,AAH,floor100,AT2,Alveolar fibroblasts
22,AAH,floor100,Alveolar fibroblasts,AT2
22,AAH,floor100,Alveolar fibroblasts,Alveolar macrophages
22,AAH,floor100,Alveolar macrophages,AT2
22,AAH,floor100,Alveolar macrophages,Alveolar fibroblasts
22,AAH,expression005,AT2,Alveolar fibroblasts
22,AAH,expression005,Alveolar fibroblasts,AT2
22,AAH,expression005,Alveolar fibroblasts,Alveolar macrophages
22,AAH,expression005,Alveolar macrophages,AT2
22,AAH,expression005,Alveolar macrophages,Alveolar fibroblasts
22,AAH,expression020,AT2,Alveolar fibroblasts
22,AAH,expression020,Alveolar fibroblasts,AT2
22,AAH,expression020,Alveolar fibroblasts,Alveolar macrophages
22,AAH,expression020,Alveolar macrophages,AT2
22,AAH,expression020,Alveolar macrophages,Alveolar fibroblasts
22,AAH,uncertainty030,AT2,Alveolar fibroblasts
22,AAH,uncertainty030,Alveolar fibroblasts,AT2
22,AAH,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
22,AAH,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
22,AAH,uncertainty030,Alveolar macrophages,AT2
22,AAH,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
22,AAH,uncertainty030,Interstitial Mph perivascular,AT2
22,AAH,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
22,AAH,largest_library,AT2,Alveolar fibroblasts
22,AAH,largest_library,Alveolar fibroblasts,AT2
22,AAH,largest_library,Alveolar fibroblasts,Alveolar macrophages
22,AAH,largest_library,Alveolar macrophages,AT2
22,AAH,largest_library,Alveolar macrophages,Alveolar fibroblasts
22,AIS,all_cells_primary,AT2,Adventitial fibroblasts
22,AIS,all_cells_primary,AT2,Alveolar fibroblasts
22,AIS,all_cells_primary,Adventitial fibroblasts,AT2
22,AIS,all_cells_primary,Adventitial fibroblasts,Alveolar macrophages
22,AIS,all_cells_primary,Alveolar fibroblasts,AT2
22,AIS,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
22,AIS,all_cells_primary,Alveolar macrophages,AT2
22,AIS,all_cells_primary,Alveolar macrophages,Adventitial fibroblasts
22,AIS,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
22,AIS,cap500_seed1,AT2,Adventitial fibroblasts
22,AIS,cap500_seed1,AT2,Alveolar fibroblasts
22,AIS,cap500_seed1,Adventitial fibroblasts,AT2
22,AIS,cap500_seed1,Adventitial fibroblasts,Alveolar macrophages
22,AIS,cap500_seed1,Alveolar fibroblasts,AT2
22,AIS,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
22,AIS,cap500_seed1,Alveolar macrophages,AT2
22,AIS,cap500_seed1,Alveolar macrophages,Adventitial fibroblasts
22,AIS,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
22,AIS,cap500_seed2,AT2,Adventitial fibroblasts
22,AIS,cap500_seed2,AT2,Alveolar fibroblasts
22,AIS,cap500_seed2,Adventitial fibroblasts,AT2
22,AIS,cap500_seed2,Adventitial fibroblasts,Alveolar macrophages
22,AIS,cap500_seed2,Alveolar fibroblasts,AT2
22,AIS,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
22,AIS,cap500_seed2,Alveolar macrophages,AT2
22,AIS,cap500_seed2,Alveolar macrophages,Adventitial fibroblasts
22,AIS,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
22,AIS,floor30,AT2,Adventitial fibroblasts
22,AIS,floor30,AT2,Alveolar fibroblasts
22,AIS,floor30,Adventitial fibroblasts,AT2
22,AIS,floor30,Adventitial fibroblasts,Alveolar macrophages
22,AIS,floor30,Adventitial fibroblasts,Interstitial Mph perivascular
22,AIS,floor30,Alveolar fibroblasts,AT2
22,AIS,floor30,Alveolar fibroblasts,Alveolar macrophages
22,AIS,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
22,AIS,floor30,Alveolar macrophages,AT2
22,AIS,floor30,Alveolar macrophages,Adventitial fibroblasts
22,AIS,floor30,Alveolar macrophages,Alveolar fibroblasts
22,AIS,floor30,Interstitial Mph perivascular,AT2
22,AIS,floor30,Interstitial Mph perivascular,Adventitial fibroblasts
22,AIS,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
22,AIS,floor100,AT2,Alveolar fibroblasts
22,AIS,floor100,Alveolar fibroblasts,AT2
22,AIS,floor100,Alveolar fibroblasts,Alveolar macrophages
22,AIS,floor100,Alveolar macrophages,AT2
22,AIS,floor100,Alveolar macrophages,Alveolar fibroblasts
22,AIS,expression005,AT2,Adventitial fibroblasts
22,AIS,expression005,AT2,Alveolar fibroblasts
22,AIS,expression005,Adventitial fibroblasts,AT2
22,AIS,expression005,Adventitial fibroblasts,Alveolar macrophages
22,AIS,expression005,Alveolar fibroblasts,AT2
22,AIS,expression005,Alveolar fibroblasts,Alveolar macrophages
22,AIS,expression005,Alveolar macrophages,AT2
22,AIS,expression005,Alveolar macrophages,Adventitial fibroblasts
22,AIS,expression005,Alveolar macrophages,Alveolar fibroblasts
22,AIS,expression020,AT2,Adventitial fibroblasts
22,AIS,expression020,AT2,Alveolar fibroblasts
22,AIS,expression020,Adventitial fibroblasts,AT2
22,AIS,expression020,Adventitial fibroblasts,Alveolar macrophages
22,AIS,expression020,Alveolar fibroblasts,AT2
22,AIS,expression020,Alveolar fibroblasts,Alveolar macrophages
22,AIS,expression020,Alveolar macrophages,AT2
22,AIS,expression020,Alveolar macrophages,Adventitial fibroblasts
22,AIS,expression020,Alveolar macrophages,Alveolar fibroblasts
22,AIS,uncertainty030,AT2,Adventitial fibroblasts
22,AIS,uncertainty030,AT2,Alveolar fibroblasts
22,AIS,uncertainty030,Adventitial fibroblasts,AT2
22,AIS,uncertainty030,Adventitial fibroblasts,Alveolar macrophages
22,AIS,uncertainty030,Adventitial fibroblasts,Interstitial Mph perivascular
22,AIS,uncertainty030,Alveolar fibroblasts,AT2
22,AIS,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
22,AIS,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
22,AIS,uncertainty030,Alveolar macrophages,AT2
22,AIS,uncertainty030,Alveolar macrophages,Adventitial fibroblasts
22,AIS,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
22,AIS,uncertainty030,Interstitial Mph perivascular,AT2
22,AIS,uncertainty030,Interstitial Mph perivascular,Adventitial fibroblasts
22,AIS,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
22,AIS,largest_library,AT2,Adventitial fibroblasts
22,AIS,largest_library,AT2,Alveolar fibroblasts
22,AIS,largest_library,Adventitial fibroblasts,AT2
22,AIS,largest_library,Adventitial fibroblasts,Alveolar macrophages
22,AIS,largest_library,Alveolar fibroblasts,AT2
22,AIS,largest_library,Alveolar fibroblasts,Alveolar macrophages
22,AIS,largest_library,Alveolar macrophages,AT2
22,AIS,largest_library,Alveolar macrophages,Adventitial fibroblasts
22,AIS,largest_library,Alveolar macrophages,Alveolar fibroblasts
22,LUAD,all_cells_primary,AT2,Adventitial fibroblasts
22,LUAD,all_cells_primary,AT2,Alveolar fibroblasts
22,LUAD,all_cells_primary,Adventitial fibroblasts,AT2
22,LUAD,all_cells_primary,Adventitial fibroblasts,Alveolar macrophages
22,LUAD,all_cells_primary,Adventitial fibroblasts,Interstitial Mph perivascular
22,LUAD,all_cells_primary,Alveolar fibroblasts,AT2
22,LUAD,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
22,LUAD,all_cells_primary,Alveolar fibroblasts,Interstitial Mph perivascular
22,LUAD,all_cells_primary,Alveolar macrophages,AT2
22,LUAD,all_cells_primary,Alveolar macrophages,Adventitial fibroblasts
22,LUAD,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
22,LUAD,all_cells_primary,Interstitial Mph perivascular,AT2
22,LUAD,all_cells_primary,Interstitial Mph perivascular,Adventitial fibroblasts
22,LUAD,all_cells_primary,Interstitial Mph perivascular,Alveolar fibroblasts
22,LUAD,cap500_seed1,AT2,Adventitial fibroblasts
22,LUAD,cap500_seed1,AT2,Alveolar fibroblasts
22,LUAD,cap500_seed1,Adventitial fibroblasts,AT2
22,LUAD,cap500_seed1,Adventitial fibroblasts,Alveolar macrophages
22,LUAD,cap500_seed1,Adventitial fibroblasts,Interstitial Mph perivascular
22,LUAD,cap500_seed1,Alveolar fibroblasts,AT2
22,LUAD,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
22,LUAD,cap500_seed1,Alveolar fibroblasts,Interstitial Mph perivascular
22,LUAD,cap500_seed1,Alveolar macrophages,AT2
22,LUAD,cap500_seed1,Alveolar macrophages,Adventitial fibroblasts
22,LUAD,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
22,LUAD,cap500_seed1,Interstitial Mph perivascular,AT2
22,LUAD,cap500_seed1,Interstitial Mph perivascular,Adventitial fibroblasts
22,LUAD,cap500_seed1,Interstitial Mph perivascular,Alveolar fibroblasts
22,LUAD,cap500_seed2,AT2,Adventitial fibroblasts
22,LUAD,cap500_seed2,AT2,Alveolar fibroblasts
22,LUAD,cap500_seed2,Adventitial fibroblasts,AT2
22,LUAD,cap500_seed2,Adventitial fibroblasts,Alveolar macrophages
22,LUAD,cap500_seed2,Adventitial fibroblasts,Interstitial Mph perivascular
22,LUAD,cap500_seed2,Alveolar fibroblasts,AT2
22,LUAD,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
22,LUAD,cap500_seed2,Alveolar fibroblasts,Interstitial Mph perivascular
22,LUAD,cap500_seed2,Alveolar macrophages,AT2
22,LUAD,cap500_seed2,Alveolar macrophages,Adventitial fibroblasts
22,LUAD,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
22,LUAD,cap500_seed2,Interstitial Mph perivascular,AT2
22,LUAD,cap500_seed2,Interstitial Mph perivascular,Adventitial fibroblasts
22,LUAD,cap500_seed2,Interstitial Mph perivascular,Alveolar fibroblasts
22,LUAD,floor30,AT2,Adventitial fibroblasts
22,LUAD,floor30,AT2,Alveolar fibroblasts
22,LUAD,floor30,Adventitial fibroblasts,AT2
22,LUAD,floor30,Adventitial fibroblasts,Alveolar macrophages
22,LUAD,floor30,Adventitial fibroblasts,Interstitial Mph perivascular
22,LUAD,floor30,Alveolar fibroblasts,AT2
22,LUAD,floor30,Alveolar fibroblasts,Alveolar macrophages
22,LUAD,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
22,LUAD,floor30,Alveolar macrophages,AT2
22,LUAD,floor30,Alveolar macrophages,Adventitial fibroblasts
22,LUAD,floor30,Alveolar macrophages,Alveolar fibroblasts
22,LUAD,floor30,Interstitial Mph perivascular,AT2
22,LUAD,floor30,Interstitial Mph perivascular,Adventitial fibroblasts
22,LUAD,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
22,LUAD,floor100,AT2,Alveolar fibroblasts
22,LUAD,floor100,Alveolar fibroblasts,AT2
22,LUAD,floor100,Alveolar fibroblasts,Alveolar macrophages
22,LUAD,floor100,Alveolar macrophages,AT2
22,LUAD,floor100,Alveolar macrophages,Alveolar fibroblasts
22,LUAD,expression005,AT2,Adventitial fibroblasts
22,LUAD,expression005,AT2,Alveolar fibroblasts
22,LUAD,expression005,Adventitial fibroblasts,AT2
22,LUAD,expression005,Adventitial fibroblasts,Alveolar macrophages
22,LUAD,expression005,Adventitial fibroblasts,Interstitial Mph perivascular
22,LUAD,expression005,Alveolar fibroblasts,AT2
22,LUAD,expression005,Alveolar fibroblasts,Alveolar macrophages
22,LUAD,expression005,Alveolar fibroblasts,Interstitial Mph perivascular
22,LUAD,expression005,Alveolar macrophages,AT2
22,LUAD,expression005,Alveolar macrophages,Adventitial fibroblasts
22,LUAD,expression005,Alveolar macrophages,Alveolar fibroblasts
22,LUAD,expression005,Interstitial Mph perivascular,AT2
22,LUAD,expression005,Interstitial Mph perivascular,Adventitial fibroblasts
22,LUAD,expression005,Interstitial Mph perivascular,Alveolar fibroblasts
22,LUAD,expression020,AT2,Adventitial fibroblasts
22,LUAD,expression020,AT2,Alveolar fibroblasts
22,LUAD,expression020,Adventitial fibroblasts,AT2
22,LUAD,expression020,Adventitial fibroblasts,Alveolar macrophages
22,LUAD,expression020,Adventitial fibroblasts,Interstitial Mph perivascular
22,LUAD,expression020,Alveolar fibroblasts,AT2
22,LUAD,expression020,Alveolar fibroblasts,Alveolar macrophages
22,LUAD,expression020,Alveolar fibroblasts,Interstitial Mph perivascular
22,LUAD,expression020,Alveolar macrophages,AT2
22,LUAD,expression020,Alveolar macrophages,Adventitial fibroblasts
22,LUAD,expression020,Alveolar macrophages,Alveolar fibroblasts
22,LUAD,expression020,Interstitial Mph perivascular,AT2
22,LUAD,expression020,Interstitial Mph perivascular,Adventitial fibroblasts
22,LUAD,expression020,Interstitial Mph perivascular,Alveolar fibroblasts
22,LUAD,uncertainty030,AT2,Adventitial fibroblasts
22,LUAD,uncertainty030,AT2,Alveolar fibroblasts
22,LUAD,uncertainty030,Adventitial fibroblasts,AT2
22,LUAD,uncertainty030,Adventitial fibroblasts,Alveolar macrophages
22,LUAD,uncertainty030,Adventitial fibroblasts,Interstitial Mph perivascular
22,LUAD,uncertainty030,Alveolar fibroblasts,AT2
22,LUAD,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
22,LUAD,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
22,LUAD,uncertainty030,Alveolar macrophages,AT2
22,LUAD,uncertainty030,Alveolar macrophages,Adventitial fibroblasts
22,LUAD,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
22,LUAD,uncertainty030,Interstitial Mph perivascular,AT2
22,LUAD,uncertainty030,Interstitial Mph perivascular,Adventitial fibroblasts
22,LUAD,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
22,LUAD,largest_library,AT2,Adventitial fibroblasts
22,LUAD,largest_library,AT2,Alveolar fibroblasts
22,LUAD,largest_library,Adventitial fibroblasts,AT2
22,LUAD,largest_library,Adventitial fibroblasts,Alveolar macrophages
22,LUAD,largest_library,Adventitial fibroblasts,Interstitial Mph perivascular
22,LUAD,largest_library,Alveolar fibroblasts,AT2
22,LUAD,largest_library,Alveolar fibroblasts,Alveolar macrophages
22,LUAD,largest_library,Alveolar fibroblasts,Interstitial Mph perivascular
22,LUAD,largest_library,Alveolar macrophages,AT2
22,LUAD,largest_library,Alveolar macrophages,Adventitial fibroblasts
22,LUAD,largest_library,Alveolar macrophages,Alveolar fibroblasts
22,LUAD,largest_library,Interstitial Mph perivascular,AT2
22,LUAD,largest_library,Interstitial Mph perivascular,Adventitial fibroblasts
22,LUAD,largest_library,Interstitial Mph perivascular,Alveolar fibroblasts
22,normal,all_cells_primary,AT2,Alveolar fibroblasts
22,normal,all_cells_primary,Alveolar fibroblasts,AT2
22,normal,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
22,normal,all_cells_primary,Alveolar macrophages,AT2
22,normal,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
22,normal,cap500_seed1,AT2,Alveolar fibroblasts
22,normal,cap500_seed1,Alveolar fibroblasts,AT2
22,normal,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
22,normal,cap500_seed1,Alveolar macrophages,AT2
22,normal,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
22,normal,cap500_seed2,AT2,Alveolar fibroblasts
22,normal,cap500_seed2,Alveolar fibroblasts,AT2
22,normal,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
22,normal,cap500_seed2,Alveolar macrophages,AT2
22,normal,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
22,normal,floor30,AT2,Alveolar fibroblasts
22,normal,floor30,Alveolar fibroblasts,AT2
22,normal,floor30,Alveolar fibroblasts,Alveolar macrophages
22,normal,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
22,normal,floor30,Alveolar macrophages,AT2
22,normal,floor30,Alveolar macrophages,Alveolar fibroblasts
22,normal,floor30,Interstitial Mph perivascular,AT2
22,normal,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
22,normal,floor100,AT2,Alveolar fibroblasts
22,normal,floor100,Alveolar fibroblasts,AT2
22,normal,floor100,Alveolar fibroblasts,Alveolar macrophages
22,normal,floor100,Alveolar macrophages,AT2
22,normal,floor100,Alveolar macrophages,Alveolar fibroblasts
22,normal,expression005,AT2,Alveolar fibroblasts
22,normal,expression005,Alveolar fibroblasts,AT2
22,normal,expression005,Alveolar fibroblasts,Alveolar macrophages
22,normal,expression005,Alveolar macrophages,AT2
22,normal,expression005,Alveolar macrophages,Alveolar fibroblasts
22,normal,expression020,AT2,Alveolar fibroblasts
22,normal,expression020,Alveolar fibroblasts,AT2
22,normal,expression020,Alveolar fibroblasts,Alveolar macrophages
22,normal,expression020,Alveolar macrophages,AT2
22,normal,expression020,Alveolar macrophages,Alveolar fibroblasts
22,normal,uncertainty030,AT2,Alveolar fibroblasts
22,normal,uncertainty030,Alveolar fibroblasts,AT2
22,normal,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
22,normal,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
22,normal,uncertainty030,Alveolar macrophages,AT2
22,normal,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
22,normal,uncertainty030,Interstitial Mph perivascular,AT2
22,normal,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
22,normal,largest_library,AT2,Alveolar fibroblasts
22,normal,largest_library,Alveolar fibroblasts,AT2
22,normal,largest_library,Alveolar fibroblasts,Alveolar macrophages
22,normal,largest_library,Alveolar macrophages,AT2
22,normal,largest_library,Alveolar macrophages,Alveolar fibroblasts
23,AIS,all_cells_primary,AT2,Adventitial fibroblasts
23,AIS,all_cells_primary,AT2,Alveolar fibroblasts
23,AIS,all_cells_primary,Adventitial fibroblasts,AT2
23,AIS,all_cells_primary,Adventitial fibroblasts,Alveolar macrophages
23,AIS,all_cells_primary,Adventitial fibroblasts,Interstitial Mph perivascular
